internalTaxonId,scientificName,name,language,main
22698012,Pterodroma heraldica,Herald Petrel,English,TRUE
22698020,Pterodroma phaeopygia,Dark-rumped Petrel,English,FALSE
22698020,Pterodroma phaeopygia,Galápagos Petrel,English,FALSE
22698020,Pterodroma phaeopygia,Petrel de Galápagos,Spanish; Castilian,FALSE
22698020,Pterodroma phaeopygia,Galapagos Petrel,English,TRUE
22698027,Pterodroma neglecta,Kermadec Petrel,English,TRUE
22698030,Pterodroma externa,Juan Fernández Petrel,English,FALSE
22698030,Pterodroma externa,Fardela blanca de Juan Fernández,Spanish; Castilian,FALSE
22698030,Pterodroma externa,Fardela de Juan Fernández,Spanish; Castilian,FALSE
22698030,Pterodroma externa,Fardela de Más Afuera,Spanish; Castilian,FALSE
22698030,Pterodroma externa,Petrel cuello blanco,Spanish; Castilian,FALSE
22698030,Pterodroma externa,Petrel de las Juan Fernádez,Spanish; Castilian,FALSE
22698030,Pterodroma externa,Juan Fernandez Petrel,English,TRUE
22698035,Pterodroma baraui,Fardela de Barau,Spanish; Castilian,FALSE
22698035,Pterodroma baraui,Petrel de Barau,Spanish; Castilian,FALSE
22698035,Pterodroma baraui,Pétrel de Barau,French,FALSE
22698035,Pterodroma baraui,Taille-vent,"Creoles and pidgins, French-based (Other)",FALSE
22698035,Pterodroma baraui,Barau's Petrel,English,TRUE
22698055,Pterodroma lessonii,Pétrel de Lesson,French,FALSE
22698055,Pterodroma lessonii,White-headed Petrel,English,TRUE
22698062,Pterodroma madeira,Freira,English,FALSE
22698062,Pterodroma madeira,Madeira Petrel,English,FALSE
22698062,Pterodroma madeira,Pétrel de Madère,French,FALSE
22698062,Pterodroma madeira,Petrel Freira,Spanish; Castilian,FALSE
22698062,Pterodroma madeira,Zino's Petrel,English,TRUE
22698080,Pterodroma mollis,Pétrel soyeux,French,FALSE
22698080,Pterodroma mollis,Soft-plumaged Petrel,English,TRUE
22698088,Pterodroma cahow,Cahow,English,FALSE
22698088,Pterodroma cahow,Fardela de Bermudas,Spanish; Castilian,FALSE
22698088,Pterodroma cahow,Petrel cahow,Spanish; Castilian,FALSE
22698088,Pterodroma cahow,Bermuda Petrel,English,TRUE
22698092,Pterodroma hasitata,Pájaro de las tempestades,Spanish; Castilian,FALSE
22698092,Pterodroma hasitata,Pampero de La Bruja,Spanish; Castilian,FALSE
22698092,Pterodroma hasitata,Black-capped Petrel,English,TRUE
22698097,Pterodroma caribbaea,Jamaican Petrel,English,TRUE
22698106,Pachyptila vittata,Prion de Forster,French,FALSE
22698106,Pachyptila vittata,Broad-billed Prion,English,TRUE
22698114,Pachyptila desolata,Dove Prion,English,FALSE
22698114,Pachyptila desolata,Prion de la Désolation,French,FALSE
22698114,Pachyptila desolata,Antarctic Prion,English,TRUE
22698119,Pachyptila belcheri,Slender-billed Prion,English,FALSE
22698119,Pachyptila belcheri,Prion de Belcher,French,FALSE
22698119,Pachyptila belcheri,Slender-billed Prion,English,TRUE
22698124,Pachyptila turtur,Prion colombe,French,FALSE
22698124,Pachyptila turtur,Fairy Prion,English,TRUE
22698128,Pachyptila crassirostris,Prion à bec épais,French,FALSE
22698128,Pachyptila crassirostris,Fulmar Prion,English,TRUE
22698132,Bulweria bulwerii,Pétrel de Bulwer,French,FALSE
22698132,Bulweria bulwerii,Bulwer's Petrel,English,TRUE
22698136,Bulweria fallax,Pétrel de Jouanin,French,FALSE
22698136,Bulweria fallax,Jouanin's Petrel,English,TRUE
22698140,Procellaria aequinoctialis,Pardela Gorgiblanca,Spanish; Castilian,FALSE
22698140,Procellaria aequinoctialis,Pardela-preta,Portuguese,FALSE
22698140,Procellaria aequinoctialis,Pétrel à menton blanc,French,FALSE
22698140,Procellaria aequinoctialis,White-chinned Petrel,English,TRUE
22698150,Procellaria parkinsoni,Black (Parkinson's) Petrel,English,FALSE
22698150,Procellaria parkinsoni,Black Petrel,English,FALSE
22698150,Procellaria parkinsoni,Black Petrel,English,TRUE
22698155,Procellaria westlandica,Westland Black Petrel,English,FALSE
22698155,Procellaria westlandica,Westland Petrel,English,TRUE
22698172,Calonectris leucomelas,Streaked Shearwater,English,TRUE
22698175,Ardenna pacifica,Puffin du Pacifique,French,FALSE
22698175,Ardenna pacifica,Wedge-tailed Shearwater,English,TRUE
22698182,Ardenna bulleri,Pardela Dorsigrís,Spanish; Castilian,FALSE
22698182,Ardenna bulleri,Buller's Shearwater,English,TRUE
22698195,Ardenna creatopus,Pink-footed Shearwater,English,TRUE
22698216,Ardenna tenuirostris,Short-tailed Shearwater,English,TRUE
22698222,Puffinus nativitatis,Christmas Shearwater,English,FALSE
22698222,Puffinus nativitatis,Christmas Shearwater,English,TRUE
22698226,Puffinus puffinus,Puffin des Anglais,French,FALSE
22698226,Puffinus puffinus,Manx Shearwater,English,TRUE
22698230,Puffinus yelkouan,Pardela mediterránea,Spanish; Castilian,FALSE
22698230,Puffinus yelkouan,Μύχος,"Greek, Modern (1453-)",FALSE
22698230,Puffinus yelkouan,Yelkouan Shearwater,English,TRUE
22698235,Puffinus auricularis,Pardela de Revillagigedo,Spanish; Castilian,FALSE
22698235,Puffinus auricularis,Pardela de Townsend,Spanish; Castilian,FALSE
22698235,Puffinus auricularis,Townsend's Shearwater,English,TRUE
22698249,Puffinus gavia,Fluttering Shearwater,English,TRUE
22698272,Puffinus bannermani,Bannerman's Shearwater,English,TRUE
22698277,Puffinus heinrothi,Heinroth's Shearwater,English,TRUE
22698288,Pelecanoides magellani,Magellanic Diving Petrel,English,FALSE
22698288,Pelecanoides magellani,Magellanic Diving-Petrel,English,FALSE
22698288,Pelecanoides magellani,Magellanic Diving-petrel,English,TRUE
22698300,Pelecanoides urinatrix,Common Diving Petrel,English,FALSE
22698300,Pelecanoides urinatrix,Common Diving-Petrel,English,FALSE
22698300,Pelecanoides urinatrix,Common Diving-petrel,English,TRUE
22698305,Diomedea exulans,Wandering Albatross,English,FALSE
22698305,Diomedea exulans,Snowy Albatross,English,TRUE
22698314,Diomedea epomophora,Royal Albatross,English,FALSE
22698314,Diomedea epomophora,Southern Royal Albatross,English,TRUE
22698320,Phoebastria irrorata,Albatros de las Galápagos,Spanish; Castilian,FALSE
22698320,Phoebastria irrorata,Waved Albatross,English,TRUE
22698335,Phoebastria albatrus,Short-tailed Albatross,English,TRUE
22698365,Phoebastria immutabilis,Albatros de Laysan,Spanish; Castilian,FALSE
22698365,Phoebastria immutabilis,Laysan Albatross,English,TRUE
22698375,Thalassarche melanophris,Black-browed Albatross,English,TRUE
22698388,Thalassarche salvini,Salvin's Albatross,English,TRUE
22698393,Thalassarche eremita,Chatham Albatross,English,TRUE
22698398,Thalassarche chrysostoma,Gray-headed Albatross,English,FALSE
22698398,Thalassarche chrysostoma,Grey-headed Mollymawk,English,FALSE
22698398,Thalassarche chrysostoma,Albatros à tête grise,French,FALSE
22698398,Thalassarche chrysostoma,Grey-headed Albatross,English,TRUE
22698425,Thalassarche chlororhynchos,Yellow-nosed Albatross,English,FALSE
22698425,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross,English,TRUE
22698431,Phoebetria fusca,Dark-mantled Sooty Albatross,English,FALSE
22698431,Phoebetria fusca,Albatros brun,French,FALSE
22698431,Phoebetria fusca,Sooty Albatross,English,TRUE
22698436,Oceanites oceanicus,Wilson's Storm Petrel,English,FALSE
22698436,Oceanites oceanicus,Wilson's Storm-Petrel,English,FALSE
22698436,Oceanites oceanicus,Océanite de Wilson,French,FALSE
22698436,Oceanites oceanicus,Wilson's Storm-petrel,English,TRUE
22698442,Oceanites gracilis,Elliot's Storm-Petrel,English,FALSE
22698442,Oceanites gracilis,White-vented Storm Petrel,English,FALSE
22698442,Oceanites gracilis,White-vented Storm-Petrel,English,FALSE
22698442,Oceanites gracilis,Golondrina de mar chica,Spanish; Castilian,FALSE
22698442,Oceanites gracilis,Paíño de Elliot,Spanish; Castilian,FALSE
22698442,Oceanites gracilis,White-vented Storm-petrel,English,TRUE
22698448,Phoebetria palpebrata,Light-mantled Sooty Albatross,English,FALSE
22698448,Phoebetria palpebrata,Albatros fuligineux,French,FALSE
22698448,Phoebetria palpebrata,Light-mantled Albatross,English,TRUE
22698453,Pelagodroma marina,White-faced Storm Petrel,English,FALSE
22698453,Pelagodroma marina,White-faced Storm-Petrel,English,FALSE
22698453,Pelagodroma marina,Océanite frégate,French,FALSE
22698453,Pelagodroma marina,White-faced Storm-petrel,English,TRUE
22698459,Fregetta tropica,Black-bellied Storm Petrel,English,FALSE
22698459,Fregetta tropica,Black-bellied Storm-Petrel,English,FALSE
22698459,Fregetta tropica,Océanite à ventre noir,French,FALSE
22698459,Fregetta tropica,Black-bellied Storm-petrel,English,TRUE
22698465,Fregetta grallaria,White-bellied Storm Petrel,English,FALSE
22698465,Fregetta grallaria,White-bellied Storm-Petrel,English,FALSE
22698465,Fregetta grallaria,Océanite à ventre blanc,French,FALSE
22698465,Fregetta grallaria,White-bellied Storm-petrel,English,TRUE
22698471,Nesofregetta fuliginosa,Polynesian Storm Petrel,English,FALSE
22698471,Nesofregetta fuliginosa,Polynesian Storm-Petrel,English,FALSE
22698471,Nesofregetta fuliginosa,White-throated Storm Petrel,English,FALSE
22698471,Nesofregetta fuliginosa,Petrel Tormentoso Polinesio,Spanish; Castilian,FALSE
22698471,Nesofregetta fuliginosa,Polynesian Storm-petrel,English,TRUE
22698477,Hydrobates pelagicus,British Storm Petrel,English,FALSE
22698477,Hydrobates pelagicus,European Storm Petrel,English,FALSE
22698477,Hydrobates pelagicus,European Storm-Petrel,English,FALSE
22698477,Hydrobates pelagicus,Storm Petrel,English,FALSE
22698477,Hydrobates pelagicus,Pétrel tempête,French,FALSE
22698477,Hydrobates pelagicus,Υδροβάτης,"Greek, Modern (1453-)",FALSE
22698477,Hydrobates pelagicus,European Storm-petrel,English,TRUE
22698485,Hydrobates microsoma,Least Storm Petrel,English,FALSE
22698485,Hydrobates microsoma,Least Storm-Petrel,English,FALSE
22698485,Hydrobates microsoma,Least Storm-petrel,English,TRUE
22698496,Hydrobates tethys,Wedge-rumped Storm Petrel,English,FALSE
22698496,Hydrobates tethys,Wedge-rumped Storm-Petrel,English,FALSE
22698496,Hydrobates tethys,Wedge-rumped Storm-petrel,English,TRUE
22698520,Hydrobates monorhis,Swinhoe's Storm Petrel,English,FALSE
22698520,Hydrobates monorhis,Swinhoe's Storm-Petrel,English,FALSE
22698520,Hydrobates monorhis,Océanite de Swinhoe,French,FALSE
22698520,Hydrobates monorhis,Paíño de Swinhoe,Spanish; Castilian,FALSE
22698520,Hydrobates monorhis,Pétrel de Swinhoe,French,FALSE
22698520,Hydrobates monorhis,Swinhoe's Storm-petrel,English,TRUE
22698530,Hydrobates macrodactylus,Guadalupe Storm Petrel,English,FALSE
22698530,Hydrobates macrodactylus,Guadalupe Storm-Petrel,English,FALSE
22698530,Hydrobates macrodactylus,Guadalupe Storm-petrel,English,TRUE
22698548,Hydrobates matsudairae,Matsudaira's Storm Petrel,English,FALSE
22698548,Hydrobates matsudairae,Matsudaira's Storm-Petrel,English,FALSE
22698548,Hydrobates matsudairae,Océanite de Matsudaira,French,FALSE
22698548,Hydrobates matsudairae,Matsudaira's Storm-petrel,English,TRUE
22698562,Hydrobates homochroa,Ashy Storm Petrel,English,FALSE
22698562,Hydrobates homochroa,Paíño ceniciento,Spanish; Castilian,FALSE
22698562,Hydrobates homochroa,Paíño cenizo,Spanish; Castilian,FALSE
22698562,Hydrobates homochroa,Ashy Storm-petrel,English,TRUE
22724845,Melanitta stejnegeri,Stejneger's Scoter,English,FALSE
22724845,Melanitta stejnegeri,Siberian Scoter,English,TRUE
22728011,Pterodroma feae,Petrel gon-gon,Spanish; Castilian,FALSE
22728011,Pterodroma feae,Cape Verde Petrel,English,TRUE
22728318,Diomedea antipodensis,Antipodean Albatross,English,TRUE
22728323,Diomedea sanfordi,Northern Royal Albatross,English,TRUE
22728328,Thalassarche bulleri,Buller's Mollymawk,English,FALSE
22728328,Thalassarche bulleri,Buller's Albatross,English,TRUE
22728349,Thalassarche impavida,Campbell Albatross,English,TRUE
22728364,Diomedea dabbenena,Tristan Albatross,English,TRUE
22728372,Thalassarche carteri,Indian Yellow-nosed Albatross,English,TRUE
22728432,Puffinus mauretanicus,Pardela balear,Spanish; Castilian,FALSE
22728432,Puffinus mauretanicus,Balearic Shearwater,English,TRUE
22728437,Procellaria conspicillata,Spectacled Petrel,English,TRUE
22728442,Pterodroma atrata,Fardela de Henderson,Spanish; Castilian,FALSE
22728442,Pterodroma atrata,Henderson Petrel,English,TRUE
22728808,Fregetta maoriana,New Zealand Storm Petrel,English,FALSE
22728808,Fregetta maoriana,Paíño de Nueva Zelanda,Spanish; Castilian,FALSE
22728808,Fregetta maoriana,New Zealand Storm-petrel,English,TRUE
22729148,Garrodia nereis,Gray-backed Storm-Petrel,English,FALSE
22729148,Garrodia nereis,Grey-backed Storm Petrel,English,FALSE
22729148,Garrodia nereis,Grey-backed Storm-Petrel,English,FALSE
22729148,Garrodia nereis,Grey-backed Storm-petrel,English,TRUE
22729421,Calonectris edwardsii,Cape Verde Shearwater,English,TRUE
22729609,Thalassarche steadi,White-capped Albatross,English,TRUE
22732244,Calonectris borealis,Cory's Shearwater,English,TRUE
22733989,Pelecanus occidentalis,Brown Pelican,English,TRUE
22734194,Melanitta deglandi,White-winged Scoter,English,FALSE
22734194,Melanitta deglandi,White-winged Scoter,English,TRUE
22735624,Hydrobates monteiroi,Paíño de Monteiro,Spanish; Castilian,FALSE
22735624,Hydrobates monteiroi,Monteiro's Storm-petrel,English,TRUE
22735929,Larus cachinnans,"النورس أصفر الرجلين , النورس القوقازي",Arabic,FALSE
22735929,Larus cachinnans,Ασημόγλαρος της Κασπίας,"Greek, Modern (1453-)",FALSE
22735929,Larus cachinnans,Caspian Gull,English,TRUE
22736135,Pterodroma deserta,Petrel de las Desertas,Spanish; Castilian,FALSE
22736135,Pterodroma deserta,Desertas Petrel,English,TRUE
22736173,Sula dactylatra,أطيش مبرقع,Arabic,FALSE
22736173,Sula dactylatra,Masked Booby,English,TRUE
45048812,Pterodroma macroptera,Great-winged Petrel,English,TRUE
45048990,Pterodroma gouldi,Grey-faced Petrel,English,TRUE
45061132,Calonectris diomedea,Αρτέμης,"Greek, Modern (1453-)",FALSE
45061132,Calonectris diomedea,Scopoli's Shearwater,English,TRUE
45354823,Oceanites pincoyae,Paíño pincoya,Spanish; Castilian,FALSE
45354823,Oceanites pincoyae,Pincoya Storm-petrel,English,TRUE
45959011,Puffinus assimilis,Little Shearwater,English,TRUE
45959182,Puffinus lherminieri,Audubon's Shearwater,English,TRUE
45959186,Puffinus elegans,Subantarctic Shearwater,English,TRUE
62021891,Larus novaehollandiae,Silver Gull,English,TRUE
62026537,Gelochelidon macrotarsa,Australian Gull-billed Tern,English,TRUE
62101215,Synthliboramphus hypoleucus,Guadalupe Murrelet,English,TRUE
62289571,Catharacta antarctica,Brown Skua,English,TRUE
104062546,Pachyptila salvini,Salvin's Prion,English,TRUE
22680033,Tachyeres pteneres,Flightless Steamer-Duck,English,FALSE
22680033,Tachyeres pteneres,Fuegian Steamer Duck,English,FALSE
22680033,Tachyeres pteneres,Magellanic Steamerduck,English,TRUE
22690515,Streptopelia roseogrisea,African Collared Dove,English,FALSE
22690515,Streptopelia roseogrisea,African Collared-Dove,English,FALSE
22690515,Streptopelia roseogrisea,Barbary Dove,English,FALSE
22690515,Streptopelia roseogrisea,Ringed Turtle-Dove,English,FALSE
22690515,Streptopelia roseogrisea,Rose-grey Dove,English,FALSE
22690515,Streptopelia roseogrisea,Tourterelle rieuse,French,FALSE
22690515,Streptopelia roseogrisea,African Collared-dove,English,TRUE
133484158,Nesophlox evelynae,Bahama Woodstar,English,FALSE
133484158,Nesophlox evelynae,Bahama Hummingbird,English,TRUE
133484007,Nesophlox lyrura,Lyre-tailed Hummingbird,English,TRUE
22733705,Anous albivittus,Gray Noddy,English,FALSE
22733705,Anous albivittus,Grey Noddy,English,TRUE
22727746,Anous ceruleus,Blue Noddy,English,TRUE
22696782,Phalacrocorax varius,Australian Pied Cormorant,English,FALSE
22696782,Phalacrocorax varius,Pied Cormorant,English,FALSE
22696782,Phalacrocorax varius,Pied Shag,English,FALSE
22696782,Phalacrocorax varius,Great Pied Cormorant,English,TRUE
22696887,Urile urile,Red-faced Cormorant,English,TRUE
22696894,Gulosus aristotelis,Shag,English,FALSE
22696894,Gulosus aristotelis,Θαλασσοκόρακας,"Greek, Modern (1453-)",FALSE
22696894,Gulosus aristotelis,European Shag,English,TRUE
22696756,Nannopterum harrisi,Galapagos Cormorant,English,FALSE
22696756,Nannopterum harrisi,Flightless Cormorant,English,TRUE
22696773,Nannopterum brasilianum,Neotropical Cormorant,English,TRUE
22696776,Nannopterum auritum,Double-crested Cormorant,English,TRUE
22696810,Leucocarbo bougainvilliorum,Cormorán Guanay,Spanish; Castilian,FALSE
22696810,Leucocarbo bougainvilliorum,Guanay Cormorant,English,TRUE
22729686,Leucocarbo atriceps,Imperial Shag,English,TRUE
22696813,Leucocarbo verrucosus,Kerguelen Shag,English,FALSE
22696813,Leucocarbo verrucosus,Kerguelen Islands Shag,English,TRUE
22696853,Leucocarbo chalconotus,Bronzed Shag,English,FALSE
22696853,Leucocarbo chalconotus,Bronze Shag,English,FALSE
22696853,Leucocarbo chalconotus,Stewart Shag,English,FALSE
22696853,Leucocarbo chalconotus,Cormorán de la Stewart,Spanish; Castilian,FALSE
22696853,Leucocarbo chalconotus,Stewart Island Shag,English,TRUE
22696869,Leucocarbo colensoi,Auckland Island Shag,English,FALSE
22696869,Leucocarbo colensoi,Auckland Shag,English,FALSE
22696869,Leucocarbo colensoi,Auckland Islands Shag,English,TRUE
22696840,Leucocarbo campbelli,Campbell Shag,English,FALSE
22696840,Leucocarbo campbelli,Campbell Island Shag,English,TRUE
22696876,Leucocarbo ranfurlyi,Bounty Island Shag,English,FALSE
22696876,Leucocarbo ranfurlyi,Bounty Shag,English,FALSE
22696876,Leucocarbo ranfurlyi,Bounty Islands Shag,English,TRUE
22696883,Leucocarbo magellanicus,Magellan Cormorant,English,FALSE
22696883,Leucocarbo magellanicus,Rock Shag,English,TRUE
22696898,Poikilocarbo gaimardi,Chuita,Spanish; Castilian,FALSE
22696898,Poikilocarbo gaimardi,Cormorán gris,Spanish; Castilian,FALSE
22696898,Poikilocarbo gaimardi,Red-legged Cormorant,English,TRUE
22696753,Urile penicillatus,Brown Cormorant,English,FALSE
22696753,Urile penicillatus,Pencilled Cormorant,English,FALSE
22696753,Urile penicillatus,Townsend's Cormorant,English,FALSE
22696753,Urile penicillatus,Tufted Cormorant,English,FALSE
22696753,Urile penicillatus,Cormoran de Brandt,French,FALSE
22696753,Urile penicillatus,Cormoran sargento,Spanish; Castilian,FALSE
22696753,Urile penicillatus,Pinselkormoran,German,FALSE
22696753,Urile penicillatus,Pinselscharbe,German,FALSE
22696753,Urile penicillatus,Brandt's Cormorant,English,TRUE
22697583,Balaeniceps rex,Whale-headed Stork,English,FALSE
22697583,Balaeniceps rex,Bec-en-sabot,French,FALSE
22697583,Balaeniceps rex,Picozapato,Spanish; Castilian,FALSE
22697583,Balaeniceps rex,Shoebill,English,TRUE
22692053,Leucogeranus leucogeranus,Siberian White Crane,English,FALSE
22692053,Leucogeranus leucogeranus,Snow Crane,English,FALSE
22692053,Leucogeranus leucogeranus,Siberian Crane,English,TRUE
22691932,Ardeotis nigriceps,Indian Bustard,English,FALSE
22691932,Ardeotis nigriceps,Avutarda India,Spanish; Castilian,FALSE
22691932,Ardeotis nigriceps,Avutarda Índica,Spanish; Castilian,FALSE
22691932,Ardeotis nigriceps,Great Indian Bustard,English,TRUE
22697531,Pseudibis davisoni,Black Ibis,English,FALSE
22697531,Pseudibis davisoni,White-shouldered Ibis,English,TRUE
45355856,Ceyx sangirensis,Sangihe Dwarf-kingfisher,English,TRUE
22728599,Otus siaoensis,Siau Scops Owl,English,FALSE
22728599,Otus siaoensis,Siau Scops-owl,English,TRUE
22697536,Thaumatibis gigantea,Giant Ibis,English,TRUE
22697021,Ardea insignis,Imperial Heron,English,FALSE
22697021,Ardea insignis,White-bellied Heron,English,TRUE
22706378,Oriolus isabellae,Isabella Oriole,English,FALSE
22706378,Oriolus isabellae,Isabela Oriole,English,TRUE
22707085,Eutrichomyias rowleyi,Caerulean Paradise-flycatcher,English,FALSE
22707085,Eutrichomyias rowleyi,Cerulean Paradise-flycatcher,English,FALSE
22707085,Eutrichomyias rowleyi,Cerulean Paradise Flycatcher,English,FALSE
22707085,Eutrichomyias rowleyi,Cerulean Paradise-Flycatcher,English,FALSE
22707085,Eutrichomyias rowleyi,Rowley's Flycatcher,English,FALSE
22707085,Eutrichomyias rowleyi,Cerulean Flycatcher,English,TRUE
103842251,Hypsipetes platenae,Sangihe Golden-bulbul,English,FALSE
103842251,Hypsipetes platenae,Sangihe Golden Bulbul,English,TRUE
22728605,Zosterops nehrkorni,Sangihe White-eye,English,TRUE
22723648,Diglossa venezuelensis,Venezuelan Flower-piercer,English,FALSE
22723648,Diglossa venezuelensis,Venezuelan Flowerpiercer,English,TRUE
22678135,Tinamus tao,Gray Tinamou,English,FALSE
22678135,Tinamus tao,Grey Tinamou,English,TRUE
22678139,Tinamus solitarius,Macuco,Spanish; Castilian,FALSE
22678139,Tinamus solitarius,Tinamu Grande,Spanish; Castilian,FALSE
22678139,Tinamus solitarius,Tinamu Macuco,Spanish; Castilian,FALSE
22678139,Tinamus solitarius,Solitary Tinamou,English,TRUE
22724025,Psarocolius guatimozinus,Black Oropendola,English,TRUE
22678145,Tinamus osgoodi,Black Tinamou,English,TRUE
22678357,Penelope barbata,Bearded Guan,English,TRUE
22678151,Tinamus guttatus,White-throated Tinamou,English,TRUE
22724332,Euphagus cyanocephalus,Brewer's Blackbird,English,TRUE
22678360,Penelope ortoni,Baudó Guan,English,FALSE
22678360,Penelope ortoni,Baudo Guan,English,TRUE
22724311,Quiscalus major,Boat-tailed Grackle,English,TRUE
22679054,Arborophila davidi,Orange-necked Partridge,English,TRUE
22724169,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,English,TRUE
22679241,Lophura swinhoii,Faisán de Formosa,Spanish; Castilian,FALSE
22679241,Lophura swinhoii,Faisán de Swinhoe,Spanish; Castilian,FALSE
22679241,Lophura swinhoii,Swinhoe's Pheasant,English,TRUE
22679655,Odontophorus hyperythrus,Chestnut Wood Quail,English,FALSE
22679655,Odontophorus hyperythrus,Chestnut Wood-Quail,English,FALSE
22679655,Odontophorus hyperythrus,Chestnut Wood-quail,English,TRUE
22724367,Dolichonyx oryzivorus,Bobolink,English,TRUE
22723948,Passerina amoena,Lazuli Bunting,English,TRUE
22723926,Cyanocompsa parellina,Blue Bunting,English,TRUE
22723816,Pheucticus melanocephalus,Black-headed Grosbeak,English,TRUE
22681373,Hylatomus schulzii,Black-bodied Woodpecker,English,TRUE
22723807,Pheucticus tibialis,Black-thighed Grosbeak,English,TRUE
22723825,Cardinalis sinuatus,Pyrrhuloxia,English,TRUE
22723840,Caryothraustes celaeno,Crimson-collared Grosbeak,English,TRUE
22723828,Caryothraustes poliogaster,Black-faced Grosbeak,English,TRUE
22724160,Icterus parisorum,Scott's Oriole,English,TRUE
22724108,Icterus gularis,Altamira Oriole,English,TRUE
22724157,Icterus maculialatus,Bar-winged Oriole,English,TRUE
22724131,Icterus cucullatus,Hooded Oriole,English,TRUE
22724099,Icterus auricapillus,Orange-crowned Oriole,English,TRUE
22724096,Icterus mesomelas,Yellow-tailed Oriole,English,TRUE
22724111,Icterus pustulatus,Streak-backed Oriole,English,TRUE
22729123,Icterus bullockiorum,Bullock's Oriole,English,TRUE
22724317,Quiscalus nicaraguensis,Nicaraguan Grackle,English,TRUE
22724302,Dives dives,Melodious Blackbird,English,TRUE
22723796,Spiza americana,Dickcissel,English,TRUE
22723963,Passerina leclancherii,Orange-breasted Bunting,English,TRUE
22722065,Granatellus sallaei,Gray-throated Chat,English,FALSE
22722065,Granatellus sallaei,Grey-throated Chat,English,TRUE
22723994,Psarocolius wagleri,Chestnut-headed Oropendola,English,TRUE
22724065,Amblycercus holosericeus,Yellow-billed Cacique,English,TRUE
22724084,Icterus chrysater,Yellow-backed Oriole,English,TRUE
22722330,Habia olivacea,Lemon-spectacled Tanager,English,TRUE
22722416,Habia fuscicauda,Red-throated Ant Tanager,English,FALSE
22722416,Habia fuscicauda,Red-throated Ant-Tanager,English,FALSE
22722416,Habia fuscicauda,Red-throated Ant-tanager,English,TRUE
22722481,Piranga erythrocephala,Red-headed Tanager,English,TRUE
22722471,Piranga ludoviciana,Western Tanager,English,TRUE
22722466,Piranga olivacea,Scarlet Tanager,English,TRUE
22722456,Piranga rubra,Summer Tanager,English,TRUE
22722461,Piranga roseogularis,Rose-throated Tanager,English,TRUE
22722182,Chlorospingus pileatus,Sooty-capped Bush-tanager,English,FALSE
22722182,Chlorospingus pileatus,Sooty-capped Bush Tanager,English,FALSE
22722182,Chlorospingus pileatus,Sooty-capped Bush-Tanager,English,FALSE
22722182,Chlorospingus pileatus,Sooty-capped Chlorospingus,English,TRUE
103778667,Junco phaeonotus,Yellow-eyed Junco,English,TRUE
22721094,Junco vulcani,Volcano Junco,English,TRUE
22721091,Zonotrichia atricapilla,Golden-crowned Sparrow,English,TRUE
22721088,Zonotrichia leucophrys,White-crowned Sparrow,English,TRUE
22721064,Melospiza lincolnii,Lincoln's Sparrow,English,TRUE
22678154,Nothocercus bonapartei,Highland Tinamou,English,TRUE
22678169,Crypturellus soui,Little Tinamou,English,TRUE
22721058,Melospiza melodia,Song Sparrow,English,TRUE
22678191,Crypturellus boucardi,Slaty-breasted Tinamou,English,TRUE
22721141,Passerculus bairdii,Baird's Sparrow,English,TRUE
22679746,Dendrocygna bicolor,Fulvous Duck,English,FALSE
22679746,Dendrocygna bicolor,Fulvous Whistling Duck,English,FALSE
22679746,Dendrocygna bicolor,Fulvous Whistling-Duck,English,FALSE
22679746,Dendrocygna bicolor,Dendrocygne fauve,French,FALSE
22679746,Dendrocygna bicolor,Fulvous Whistling-duck,English,TRUE
103780113,Artemisiospiza belli,Bell's Sparrow,English,TRUE
103780166,Artemisiospiza nevadensis,Sagebrush Sparrow,English,TRUE
22679909,Anser rossii,Ross's Goose,English,TRUE
22678185,Crypturellus transfasciatus,Pale-browed Tinamou,English,TRUE
22721200,Amphispiza quinquestriata,Five-striped Sparrow,English,TRUE
22721191,Chondestes grammacus,Lark Sparrow,English,TRUE
22721188,Pooecetes gramineus,Vesper Sparrow,English,TRUE
22721185,Spizella atrogularis,Black-chinned Sparrow,English,TRUE
22721179,Spizella pusilla,Field Sparrow,English,TRUE
22721165,Spizella pallida,Clay-coloured Sparrow,English,FALSE
22721165,Spizella pallida,Clay-colored Sparrow,English,TRUE
22721272,Peucaea cassinii,Cassin's Sparrow,English,TRUE
22721208,Peucaea mystacalis,Bridled Sparrow,English,TRUE
22721216,Peucaea humeralis,Black-chested Sparrow,English,TRUE
22721224,Peucaea ruficauda,Stripe-headed Sparrow,English,TRUE
22721280,Peucaea carpalis,Rufous-winged Sparrow,English,TRUE
22721315,Melozone aberti,Abert's Towhee,English,TRUE
22721323,Melozone crissalis,California Towhee,English,TRUE
22721339,Melozone albicollis,White-throated Towhee,English,TRUE
22721347,Melozone kieneri,Rusty-crowned Ground Sparrow,English,FALSE
22721347,Melozone kieneri,Rusty-crowned Ground-Sparrow,English,FALSE
22721347,Melozone kieneri,Rusty-crowned Ground-sparrow,English,TRUE
103776515,Melozone biarcuata,Prevost's Ground-sparrow,English,TRUE
22721291,Aimophila notosticta,Oaxaca Sparrow,English,TRUE
22721294,Aimophila rufescens,Rusty Sparrow,English,TRUE
