internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22710069,Phoenicurus moussieri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,moussieri,,,,,"(Olphe-Galliard, 1852)",
22710114,Myiomela diana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myiomela,diana,,,,,"(Lesson, 1831)","Myiomela diana (del Hoyo and Collar 2016) was previously placed in the genus Cinclidium following Sibley &amp; Monroe (1990, 1993)."
22710259,Oenanthe leucura,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,leucura,,,,,"(Gmelin, 1789)",
22710299,Oenanthe moesta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,moesta,,,,,"(Lichtenstein, 1823)",
22710348,Oenanthe heuglinii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,heuglinii,,,,,"(Finsch &amp; Hartlaub, 1870)","Oenanthe heuglinii (del Hoyo and Collar 2016) was previously listed as O. heuglini following Sibley &amp; Monroe (1990, 1993).  "
22710367,Oenanthe familiaris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,familiaris,,,,,"(Wilkes, 1817)","Oenanthe familiaris (del Hoyo and Collar 2016) was previously placed in the genus Cercomela following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).  "
22710376,Oenanthe fusca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,fusca,,,,,"(Blyth, 1851)","Oenanthe fusca (del Hoyo and Collar 2016) was previously placed in the genus Cercomela following Sibley &amp; Monroe (1990, 1993).  "
22710380,Oenanthe dubia,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,dubia,,,,,"(Blundell & Lovat, 1899)","Oenanthe dubia (del Hoyo and Collar 2016) was previously placed in the genus Cercomela following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).  "
22710394,Myrmecocichla tholloni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,tholloni,,,,,"(Oustalet, 1886)",
22710400,Myrmecocichla aethiops,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,aethiops,,,,,"Cabanis, 1850",
22710432,Myrmecocichla arnotti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,arnotti,,,,,"(Tristram, 1869)","Myrmecocichla arnotti (del Hoyo and Collar 2016) was previously listed as M. arnoti following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).  "
22710441,Thamnolaea cinnamomeiventris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Thamnolaea,cinnamomeiventris,,,,,"(Lafresnaye, 1836)",
22710587,Poeoptera lugubris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Poeoptera,lugubris,,,,,"Bonaparte, 1854",
22710604,Onychognathus tristramii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,tristramii,,,,,"(Sclater, 1858)",
22710668,Lamprotornis purpureus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,purpureus,,,,,"(Müller, 1776)",
22710675,Lamprotornis nitens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,nitens,,,,,"(Linnaeus, 1766)",
22710716,Lamprotornis splendidus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,splendidus,,,,,"(Vieillot, 1822)",
22710731,Lamprotornis australis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,australis,,,,,"(Smith, 1836)",
22710771,Lamprotornis pulcher,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,pulcher,,,,,"(Müller, 1776)",
22710861,Sturnia erythropygia,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnia,erythropygia,,,,,"Blyth, 1846",Sturnia erythropygia (del Hoyo and Collar 2016) was previously listed as Sturnus erythrogygius.
22710864,Sturnia pagodarum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnia,pagodarum,,,,,"(Gmelin, 1789)",Sturnia pagodarum (del Hoyo and Collar 2016) was previously listed as Sturnus pagodarum.
22710867,Spodiopsar sericeus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Spodiopsar,sericeus,,,,,"(Gmelin, 1789)",Spodiopsar sericeus (del Hoyo and Collar 2016) was previously listed as Sturnus sericeus.
22710952,Mino anais,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Mino,anais,,,,,"(Lesson, 1839)",
22710981,Streptocitta albertinae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Streptocitta,albertinae,,,,,"(Schlegel, 1866)",
22711035,Mimus saturninus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Mimus,saturninus,,,,,"(Lichtenstein, 1823)",
22711041,Mimus dorsalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Mimus,dorsalis,,,,,"(d'Orbigny &amp; Lafresnaye, 1837)",
22711050,Mimus thenca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Mimus,thenca,,,,,"(Moilna, 1782)",
22711053,Mimus parvulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Mimus,parvulus,,,,,"(Gould, 1837)",
22711063,Mimus trifasciatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Mimus,trifasciatus,,,,,"(Gould, 1837)",
22711115,Toxostoma curvirostre,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,curvirostre,,,,,"(Swainson, 1827)",
22711147,Margarops fuscatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Margarops,fuscatus,,,,,"(Vieillot, 1808)",
22711196,Sitta canadensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,canadensis,,,,,"Linnaeus, 1766",
22711205,Sitta neumayer,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,neumayer,,,,,"Michahelles, 1830",
22711219,Sitta solangiae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,solangiae,,,,,"(Delacour & Jabouille, 1930)",
22711222,Sitta oenochlamys,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,oenochlamys,,,,,"(Sharpe, 1877)",
22711325,Odontorchilus branickii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Odontorchilus,branickii,,,,,"(Taczanowski & Berlepsch, 1885)",
22711395,Pheugopedius atrogularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,atrogularis,,,,,"(Salvin, 1865)",Pheugopedius atrogularis (del Hoyo and Collar 2016) was previously listed as Thryothorus atrogularis.
22711398,Pheugopedius spadix,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,spadix,,,,,"Bangs, 1910",Pheugopedius spadix (del Hoyo and Collar 2016) was previously listed as Thryothorus spadix.
22711410,Pheugopedius mystacalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,mystacalis,,,,,"(Sclater, 1860)",Pheugopedius mystacalis (del Hoyo and Collar 2016) was previously listed as Thryothorus mystacalis.
22711413,Pheugopedius genibarbis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,genibarbis,,,,,"(Swainson, 1838)",Pheugopedius genibarbis (del Hoyo and Collar 2016) was previously listed as Thryothorus genibarbis.
22711416,Pheugopedius coraya,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,coraya,,,,,"(Gmelin, 1789)",Pheugopedius coraya (del Hoyo and Collar 2016) was previously listed as Thryothorus coraya.
22711497,Troglodytes rufociliatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes,rufociliatus,,,,,"Sharpe, 1881",
22711509,Troglodytes rufulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes,rufulus,,,,,"Cabanis, 1849",
22711551,Microcerculus bambla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Microcerculus,bambla,,,,,"(Boddaert, 1783)",
22711588,Polioptila melanura,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila,melanura,,,,,"Lawrence, 1857",
22711611,Polioptila schistaceigula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila,schistaceigula,,,,,"Hartert, 1898",
22711614,Polioptila dumicola,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila,dumicola,,,,,"(Vieillot, 1817)",
22712643,Pycnonotus sinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,sinensis,,,,,"(Gmelin, 1789)",
22712650,Pycnonotus barbatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,barbatus,,,,,"(Desfontaine, 1789)",
22712671,Pycnonotus nigricans,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,nigricans,,,,,"(Vieillot, 1818)",
22712687,Pycnonotus leucotis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,leucotis,,,,,"(Gould, 1836)",
22712695,Pycnonotus cafer,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,cafer,,,,,"(Linnaeus, 1766)",
22712847,Ixonotus guttatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Ixonotus,guttatus,,,,,"Verreaux & Verreaux, 1851",
22712877,Thescelocichla leucopleura,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Thescelocichla,leucopleura,,,,,"(Cassin, 1856)",
22712882,Pyrrhurus scandens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pyrrhurus,scandens,,,,,"Swainson, 1837",
22712890,Phyllastrephus cabanisi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Phyllastrephus,cabanisi,,,,,"(Sharpe, 1881)",
22713256,Neolestes torquatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Neolestes,torquatus,,,,,"Cabanis, 1875",
22713547,Scotocerca inquieta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Scotocerca,inquieta,,,,,"(Cretzschmar, 1827)",
22713934,Zosterops senegalensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,senegalensis,,,,,"Bonaparte, 1850",
22714056,Zosterops semperi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,semperi,,,,,"Hartlaub, 1868",
22714071,Zosterops nigrorum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,nigrorum,,,,,"Tweeddale, 1878",
22714285,Tephrozosterops stalkeri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Tephrozosterops,stalkeri,,,,,"(Ogilvie-Grant, 1910)",
22714356,Tesia superciliaris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Tesia,superciliaris,,,,,"(Bonaparte, 1850)",
22714362,Urosphena subulata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Urosphena,subulata,,,,,"(Sharpe, 1884)",
22714365,Urosphena whiteheadi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Urosphena,whiteheadi,,,,,"(Sharpe, 1888)",
22714979,Phyllergates heterolaemus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Phyllergates,heterolaemus,,,,,"Mearns, 1905",Phyllergates heterolaemus (del Hoyo and Collar 2016) was previously listed as Orthotomus heterolaemus.  
22715190,Leptopoecile elegans,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,AEGITHALIDAE,Leptopoecile,elegans,,,,,"Przewalski, 1887",
22715334,Phylloscopus magnirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,magnirostris,,,,,"Blyth, 1843",
22715439,Phylloscopus montis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,montis,,,,,"(Sharpe, 1887)",Phylloscopus montis (del Hoyo and Collar 2016) was previously listed as Seicercus montis.  
22715445,Tickellia hodgsoni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Tickellia,hodgsoni,,,,,"(Moore, 1854)",
22715549,Cincloramphus rubiginosus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Cincloramphus,rubiginosus,,,,,"(Sclater, 1881)",Previously listed as Megalurulus rubiginosus (del Hoyo and Collar 2016) but reassigned to Cincloramphus following Alström et al. (2018). Formerly placed in Ortygocichla. Monotypic.
22715726,Trochalopteron virgatum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,virgatum,,,,,"Godwin-Austen, 1874",Trochalopteron virgatum (del Hoyo and Collar 2016) was previously listed as Garrulax virgatus.
22715732,Trochalopteron squamatum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,squamatum,,,,,"(Gould, 1835)",Trochalopteron squamatum (del Hoyo and Collar 2016) was previously listed as Garrulax squamatus.
22715747,Trochalopteron affine,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,affine,,,,,"(Blyth, 1843)",Trochalopteron affine (del Hoyo and Collar 2016) was previously listed as Garrulax affinis.
22715761,Trochalopteron formosum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,formosum,,,,,"Verreaux, 1869",Trochalopteron formosum (del Hoyo and Collar 2016) was previously listed as Garrulax formosus.
22715845,Pellorneum pyrrogenys,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Pellorneum,pyrrogenys,,,,,"(Temminck, 1827)","Previously placed in Trichastoma (del Hoyo and Collar 2016) but moved to this genus following Cai et al. (2019). Was formerly placed in Pellorneum (Sibley and Monroe 1990, 1993).Proposed subspecies besuki (from E Java) considered inseparable from nominate. Birds observed in N &amp; S Borneo (E Sabah and S Kalimantan) apparently not assigned to subspecies. Four subspecies recognized."
22715891,Illadopsis cleaveri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Illadopsis,cleaveri,,,,,"(Shelley, 1874)",
22715899,Illadopsis rufescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Illadopsis,rufescens,,,,,"(Reichenow, 1878)",
22715906,Illadopsis puveli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Illadopsis,puveli,,,,,"(Salvadori, 1901)",
22715914,Illadopsis fulvescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Illadopsis,fulvescens,,,,,"(Cassin, 1859)",
22715938,Illadopsis turdina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Illadopsis,turdina,,,,,"(Hartlaub, 1883)",Illadopsis turdina (del Hoyo and Collar 2016) was previously listed as .
22716014,Ptilocichla mindanensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Ptilocichla,mindanensis,,,,,"(Blasius, 1890)",
22716048,Turdinus atrigularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Turdinus,atrigularis,,,,,"(Bonaparte, 1850)",
22716123,Spelaeornis troglodytoides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Spelaeornis,troglodytoides,,,,,"(Verreaux, 1870)",
22716201,Sterrhoptilus dennistouni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Sterrhoptilus,dennistouni,,,,,"(Ogilvie-Grant, 1895)",Sterrhoptilus dennistouni (del Hoyo and Collar 2016) was previously listed as Stachyris dennistouni.
22716207,Sterrhoptilus capitalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Sterrhoptilus,capitalis,,,,,"(Tweeddale, 1877)",Sterrhoptilus capitalis (del Hoyo and Collar 2016) was previously listed as Stachyris capitalis.
22716252,Stachyris herberti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Stachyris,herberti,,,,,"(Baker, 1920)",
22716302,Mixornis kelleyi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Mixornis,kelleyi,,,,,"Delacour, 1932",Mixornis kelleyi (del Hoyo and Collar 2016) was previously listed as Macronous kelleyi.
22716419,Turdoides tenebrosa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Turdoides,tenebrosa,,,,,"(Hartlaub, 1883)",
22716487,Turdoides plebejus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Turdoides,plebejus,,,,,"(Cretzschmar, 1828)",
22716501,Turdoides jardineii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Turdoides,jardineii,,,,,"(Smith, 1836)",
22716566,Sibia waldeni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Sibia,waldeni,,,,,"(Godwin-Austen, 1874)",Sibia waldeni (del Hoyo and Collar 2016) was previously listed as Actinodura waldeni.
22716593,Schoeniparus cinereus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Schoeniparus,cinereus,,,,,"(Blyth, 1847)",Schoeniparus cinereus (del Hoyo and Collar 2016) was previously listed as Alcippe cinerea.
22716725,Staphida everetti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Staphida,everetti,,,,,"(Sharpe, 1887)","Previously placed in Yuhina, but moved to Staphida following Cai et al. (2019). Elsewhere has been treated as conspecific with S. castaniceps and S. torqueola. Monotypic."
22716728,Yuhina bakeri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Yuhina,bakeri,,,,,"Rothschild, 1926",
22716760,Myzornis pyrrhoura,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Myzornis,pyrrhoura,,,,,"Blyth, 1843",Moved from Sylviidae to the family Paradoxornithidae following Cai et al. (2019). Monotypic.
22716804,Suthora webbiana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Suthora,webbiana,,,,,"Gould, 1852","The genus Suthora has been moved from the family Sylviidae to Paradoxornithidae following Cai et al. (2019). Previously placed in Sinosuthora (del Hoyo and Collar 2016) but moved to current genus following Cai et al. (2019). Formerly listed as Paradoxornis webbianus.Elsewhere considered conspecific with S. brunnea and, especially, S. alphonsiana by some authors. Where range overlaps with that of latter, the two species are sometimes found in mixed flocks in which occasional hybrids reported; see details under S. alphonsiana. Subspecies suffusa poorly marked, perhaps better united with nominate; elisabethae doubtfully distinct from suffusa (exact SW geographical limits of which unclear), and the single type was a specimen in full moult (colour, which varies considerably with wear, an unsatisfactory character for racial diagnosis). Entire Korean population included in subspecies fulvicauda, but those in extreme N possibly belong with mantschurica. Six subspecies currently recognized."
22716810,Suthora alphonsiana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Suthora,alphonsiana,,,,,"Verreaux, 1870","The genus Suthora has been moved from the family Sylviidae to Paradoxornithidae following Cai et al. (2019). Previously placed in Sinosuthora (del Hoyo and Collar 2016) but moved to current genus following Cai et al. (2019). Formerly listed as Paradoxornis alphonsianus.Elsewhere, considered conspecific with S. webbiana and S. brunnea by some authors. Where range overlaps with that of former, the two sometimes form mixed flocks in which occasional hybrids reported, e.g. in Viet Nam (near Sa Pa, in W Tonkin), and hybrids seen also in NW Italy (where both species introduced); in China, interbreeding reported in 1938 in C Sichuan, and a number of earlier specimens from that region were considered to exhibit a range of features intermediate between the two species, but insufficient details available; has been suggested that subspecies ganluoensis is one such intermediate form, but this highly unlikely, as its range is not in overlap zone but closer to that of S. brunnea. Subspecies stresemanni sometimes merged with nominate, but much closer to, and possibly synonymous with, yunnanensis. Introduced birds of present species in Europe may represent an undescribed subspecies; further study required. Four subspecies ­recognized."
22716829,Suthora verreauxi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Suthora,verreauxi,,,,,"Sharpe, 1883","The genus Suthora has been moved from the family Sylviidae to Paradoxornithidae following Cai et al. (2019). Suthora verreauxi (del Hoyo and Collar 2016) was previously listed as Paradoxornis verreauxi.Has elsewhere been treated as conspecific with S. nipalensis (see related note/s). In China, birds from Ailao Shan (C Yunnan) of uncertain racial identity, currently included in craddocki; specimens from Guizhou sometimes assigned to subspecies pallida, but this seems unlikely from geographical point of view. Initially described as Suthora gularis, but that name preoccupied. Four subspecies recognized."
22716959,Curruca melanocephala,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Curruca,melanocephala,,,,,"(Gmelin, 1789)","Previously placed in Sylvia (del Hoyo and Collar 2016) but moved to current genus following Cai et al. (2019). Geographical variation within each subspecies largely clinal, becoming more complex in insular areas (especially Canary Is); subspecies leucogastra sometimes synonymized with nominate, but detailed study (Cabot &amp; Urdiales 2005) suggests its revalidation, although this rejected by others (Dickinson &amp; Christidis 2014, Dietzen et al. 2008); variation (in colour and size) within islands, however, noticeable and demands further work. Recently described subspecies valverdei (Cabot &amp; Urdiales 2005) represents a new stage in variability of the species, probably related to particular ecological conditions in Sahara Desert. Proposed subspecies pasiphae (described from Crete) and carmichaellowi (SE Italy) considered to fall within range of variation of nominate, and included within it. Subspecies norrisae extinct. Four extant subspecies recognized."
22716980,Curruca deserticola,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Curruca,deserticola,,,,,"(Tristram, 1859)","Previously placed in Sylvia (del Hoyo and Collar 2016) but moved to current genus following Cai et al. (2019). Form named as ticehursti, described on basis of single specimen from S Morocco (near Ouarzazate), and traditionally treated either as separate species or as subspecies of present species, is probably an aberrant individual of subspecies maroccana (which it resembles in general structure and in tail and tertial patterns), or a hybrid between it and C. deserti (which it resembles in having pale sandy-brown upperparts). Two subspecies recognized."
22717463,Prionochilus xanthopygius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Prionochilus,xanthopygius,,,,,"Salvadori, 1868",
22717791,Leptocoma aspasia,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Leptocoma,aspasia,,,,,"(Lesson, 1827)","Leptocoma aspasia (del Hoyo and Collar 2016) was previously placed in the genus Nectarinia following Sibley &amp; Monroe (1990, 1993).  "
22717979,Nectarinia famosa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Nectarinia,famosa,,,,,"(Linnaeus, 1766)",
22717984,Nectarinia johnstoni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Nectarinia,johnstoni,,,,,"Shelley, 1885",
22718230,Passer griseus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,griseus,,,,,"(Vieillot, 1817)",
22718276,Passer luteus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,luteus,,,,,"(Lichtenstein, 1823)",
22718286,Passer eminibey,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,eminibey,,,,,"(Hartlaub, 1880)",
22718326,Montifringilla adamsi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Montifringilla,adamsi,,,,,"Adams, 1858",
22718330,Onychostruthus taczanowskii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Onychostruthus,taczanowskii,,,,,"(Przewalski, 1876)","Onychostruthus taczanowskii (del Hoyo and Collar 2016) was previously placed in the genus Montifringilla following Sibley &amp; Monroe (1990, 1993)."
22718336,Pyrgilauda ruficollis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Pyrgilauda,ruficollis,,,,,"(Blanford, 1871)","Pyrgilauda ruficollis (del Hoyo and Collar 2016) was previously placed in the genus Montifringilla following Sibley &amp; Monroe (1990, 1993)."
22718360,Motacilla grandis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Motacilla,grandis,,,,,"Sharpe, 1885",
22718366,Motacilla aguimp,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Motacilla,aguimp,,,,,"Dumont, 1821",
22718397,Motacilla clara,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Motacilla,clara,,,,,"Sharpe, 1908",
22718620,Prunella himalayana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PRUNELLIDAE,Prunella,himalayana,,,,,"(Blyth, 1842)",
22718641,Prunella fulvescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PRUNELLIDAE,Prunella,fulvescens,,,,,"(Severtsov, 1873)",
22718651,Prunella modularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PRUNELLIDAE,Prunella,modularis,,,,,"(Linnaeus, 1758)",
22718700,Plocepasser rufoscapulatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Plocepasser,rufoscapulatus,,,,,"Büttikofer, 1888",
22718725,Pseudonigrita cabanisi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Pseudonigrita,cabanisi,,,,,"(Fischer & Reichenow, 1884)",
22718743,Ploceus nigrimentus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus,nigrimentus,,,,,"Reichenow, 1904",
22718770,Ploceus pelzelni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus,pelzelni,,,,,"(Hartlaub, 1887)",
22718779,Ploceus luteolus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus,luteolus,,,,,"(Lichtenstein, 1823)",
22718795,Ploceus melanogaster,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus,melanogaster,,,,,"Shelley, 1887",
22718818,Ploceus xanthops,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus,xanthops,,,,,"(Hartlaub, 1862)",
