assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
117917038,22693190,Numenius arquata,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Numenius,arquata,,,,"(Linnaeus, 1758)",Near Threatened,A2bcd+3bcd+4bcd,3.1,Decreasing,Global
117970266,22697604,Pelecanus philippensis,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,PELECANIDAE,Pelecanus,philippensis,,,,"Gmelin, 1789",Near Threatened,A2cd; C1,3.1,Decreasing,Global
118013237,22693604,Esacus recurvirostris,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,BURHINIDAE,Esacus,recurvirostris,,,,"(Cuvier, 1829)",Near Threatened,A3cd,3.1,Decreasing,Global
118088528,22692303,Rallicula mayri,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Rallicula,mayri,,,,"Hartert, 1930",Least Concern,,3.1,Stable,Global
118101264,22718134,Melanocharis arfakiana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELANOCHARITIDAE,Melanocharis,arfakiana,,,,"(Finsch, 1900)",Least Concern,,3.1,Unknown,Global
118125873,22689568,Aegotheles wallacii,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,AEGOTHELIDAE,Aegotheles,wallacii,,,,"Gray, 1859",Least Concern,,3.1,Decreasing,Global
118134784,22678114,Casuarius unappendiculatus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,CASUARIIDAE,Casuarius,unappendiculatus,,,,"Blyth, 1860",Least Concern,,3.1,Decreasing,Global
118141491,22721182,Spizella wortheni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Spizella,wortheni,,,,"Ridgway, 1884",Endangered,C2a(ii),3.1,Decreasing,Global
118148059,22683282,Todiramphus nigrocyaneus,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Todiramphus,nigrocyaneus,,,,"(Wallace, 1862)",Near Threatened,C2a(i),3.1,Decreasing,Global
118205352,22692785,Megacrex inepta,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Megacrex,inepta,,,,"d'Albertis &amp; Salvadori, 1879",Least Concern,,3.1,Decreasing,Global
118206284,22683935,Cacomantis aeruginosus,ANIMALIA,CHORDATA,CUCULIFORMES,AVES,CUCULIDAE,Cacomantis,aeruginosus,,,,"Salvadori, 1878",Least Concern,,3.1,Decreasing,Global
118209977,22695991,Morphnus guianensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Morphnus,guianensis,,,,"(Daudin, 1800)",Near Threatened,A3cd+4cd,3.1,Decreasing,Global
118217922,22690201,Columba palumboides,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,palumboides,,,,"(Hume, 1873)",Near Threatened,C2a(i),3.1,Decreasing,Global
118224025,22726655,Ceyx gentianus,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Ceyx,gentianus,,,,"Tristram, 1879",Least Concern,,3.1,Stable,Global
118228172,22706151,Epimachus fastosus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Epimachus,fastosus,,,,"(Hermann, 1783)",Least Concern,,3.1,Decreasing,Global
